Date,text,DataSource,Polarity,SentimentScore,Sentiment,match
27-06-2017 23:00,b'Have you seen our latest Video Trends Report? https://t.co/ReQpKVJq9w https://t.co/f728AJWDtc',SocialMedia,0.5,5,Very Positive,FALSE
27-06-2017 22:29,b'@stevepierce We apologize for the troubles. Normally the error goes away after uninstalling and reinstalling the App.',SocailMedia,0.15,3,Neutral,FALSE
27-06-2017 22:15,b'Snapchat bets $100 million on original programming for its #socialmedia platform. https://t.co/hRLIWBgsDV',SocialMedia,0.375,4,Positive,FALSE
27-06-2017 20:01,"b""It's the year of the reboot and the #TwilightZone will be coming to the big screen soon! https://t.co/mGwLpgwB1l""",SocailMedia,0,3,Neutral,FALSE
27-06-2017 16:25,b'@heidikauffman @CBC @SchittsCreek Happy watching!',SocailMedia,1,5,Very Positive,FALSE
27-06-2017 14:48,b'@sandymg In order to get this resolved you will need to reach out to our Customer Support at 877-367-8486.',SocailMedia,0,3,Neutral,FALSE
27-06-2017 14:47,"b""@sandymg We apologize, we're unable to process it due to limited access.""",SocailMedia,-0.232142857,2,Negative,FALSE
27-06-2017 14:30,b'Beat the heat with these 24 #summer #movies! \xf0\x9f\x98\x8e   https://t.co/FGcXSvK7yl @TelegraphFilm',SocailMedia,0,3,Neutral,FALSE
27-06-2017 14:26,b'@lifefooftastic They can be reached at 1-877-289-8486.',SocailMedia,0,3,Neutral,FALSE
27-06-2017 14:25,"b""@lifefooftastic Hi fooftastic. We apologize if you're having trouble ordering thru https://t.co/O9qvnz1eH1.  I woul\xe2\x80\xa6 https://t.co/a6H6pO6z4N""",SocailMedia,-0.2,2,Negative,FALSE
26-06-2017 21:30,b'@_RyanRuby So until that is made the application will not be on TiVO.',SocailMedia,0,3,Neutral,FALSE
26-06-2017 21:30,"b'@_RyanRuby Potentially, from what I understand any features added to the TiVo in this category is a matter of worki\xe2\x80\xa6 https://t.co/CfO2juPKkw'",SocailMedia,0,3,Neutral,FALSE
26-06-2017 21:01,b'@sandymg Hi Sandy! Have you checked your email? A return label is sent by email.',SocailMedia,0,3,Neutral,FALSE
26-06-2017 18:53,b'@tastyparmo @BBC Happy viewing!',SocailMedia,1,5,Very Positive,FALSE
26-06-2017 18:53,"b""@crusader666 @washingtonweek We'll have to add to our queue. \xf0\x9f\x98\x80""",SocailMedia,0,3,Neutral,FALSE
26-06-2017 18:52,b'@hmbscully @SUEtheTrex @PBS Great show choice!',SocailMedia,1,5,Very Positive,FALSE
26-06-2017 18:51,b'@Frank_The_K Enjoy!',SocailMedia,0.5,5,Very Positive,FALSE
26-06-2017 18:47,"b""@QuadraQ Sounds like a great combo. We can't wait either!""",SocailMedia,1,5,Very Positive,FALSE
26-06-2017 17:31,b'Will the #Transformers franchise live on forever? https://t.co/bmtTBIlmTN',SocailMedia,0.136363636,3,Neutral,FALSE
26-06-2017 17:24,b'@iscavenger Hi iscavenger. Can we have your phone number and email address so we can further assist you?',SocailMedia,0,3,Neutral,FALSE
26-06-2017 16:28,b'@stevepierce @stevepierce Uninstalling the TiVo app on your device will not delete your downloaded shows.',SocailMedia,0,3,Neutral,FALSE
26-06-2017 15:55,"b""@_RyanRuby It's fiber optic cable, but still comes in as a satellite type feed and that is why it does not work.""",SocailMedia,0,3,Neutral,FALSE
26-06-2017 15:55,"b""@_RyanRuby Hey Ryan. It won't work, we are not compatible with it. They don't provide the CableCARDS for it.""",SocailMedia,0,3,Neutral,FALSE
26-06-2017 15:30,"b""Millennials can be huge fans, but our survey shows they'll jump ship if your content becomes too hard to access: https://t.co/G0XY0JkK41""",SocialMedia,0.054166667,3,Neutral,FALSE
26-06-2017 15:29,b'Which actor exit made you the saddest? \xf0\x9f\x98\xa2 https://t.co/oCNt5U0rMf',SocailMedia,0,3,Neutral,FALSE
26-06-2017 13:53,b'.@cndawesontv shares viewing habits and issues content providers have to overcome for @TVBEurope (page 50):\xe2\x80\xa6 https://t.co/55SEe7TiO3',SocialMedia,0,3,Neutral,FALSE
25-06-2017 22:54,"b'@stevepierce Sorry for the inconvenience. Please uninstall the app on your device, then  reinstall it after connect\xe2\x80\xa6 https://t.co/dakfH4VnFF'",SocailMedia,-0.5,2,Negative,FALSE
25-06-2017 21:40,"b""@msjennifer24 @msjennifer24 If these basic troubleshooting steps can't fix it, we'll need to contact your cable pro\xe2\x80\xa6 https://t.co/FgMbRbMJhi""",SocailMedia,0,3,Neutral,FALSE
25-06-2017 21:38,b'@msjennifer24 @msjennifer24 Rebooting your TiVo box and making sure that all cables are securely connected can correct V53 error.',SocailMedia,0.45,4,Positive,FALSE
25-06-2017 21:36,"b""@rattis @rattis Yes, you can view your recordings from either of your two Tivo Roamio OTAs. Here's how: https://t.co/PzCmsAZrj6""",SocailMedia,0,3,Neutral,FALSE
25-06-2017 21:20,"b'@rtnewton81 To do it, go to Messages &amp; Settings&gt;Settings&gt;Recording&gt;TiVo Suggestions or on BOLTs Settings &amp; Messages\xe2\x80\xa6 https://t.co/6QbUOgv1ov'",SocailMedia,0,3,Neutral,FALSE
25-06-2017 21:20,"b""@rtnewton81 @rtnewton81 I see. So we'll turn off TiVo Suggestions to keep your TiVo box from recording TiVo suggested shows.""",SocailMedia,0,3,Neutral,FALSE
25-06-2017 20:21,"b""@rtnewton81 @rtnewton81 We're sorry to hear this. To correct this, try  deleting the recorded shows and setup manual recording.""",SocailMedia,-0.5,2,Negative,FALSE
25-06-2017 18:42,"b'@msjennifer24 Aside from that message, is there an error code?'",SocailMedia,0,3,Neutral,FALSE
25-06-2017 15:51,"b""@msjennifer24 Hi @msjennifer24! We're sorry to hear you're missing Disney channel. Can you try checking it on the C\xe2\x80\xa6 https://t.co/3qHHBwCPnI""",SocailMedia,-0.35,2,Negative,FALSE
24-06-2017 21:42,"b""@CopywriterBob If these basic troubleshooting don't work, we'll need to contact your cable provider for assistance with your signal.""",SocailMedia,0,3,Neutral,FALSE
24-06-2017 21:41,b'@CopywriterBob Rebooting the TiVo box and making sure that all the cables are securely connected at both ends can resolve this issue.',SocailMedia,0.45,4,Positive,FALSE
24-06-2017 21:34,"b'@CopywriterBob @CopywriterBob Normally, V53 error indicates that there is a problem with the video signal from your cable provider.'",SocailMedia,0.15,3,Neutral,FALSE
24-06-2017 21:16,"b'@sandymg Hi Sandy! We really sorry for the experience. To check this for you, can you give us the TiVo Service Numb\xe2\x80\xa6 https://t.co/iHjrF47R5V'",SocailMedia,-0.5,2,Negative,FALSE
23-06-2017 23:57,"b'@JTMarshIII Our phone support is open from\nMonday - Friday, 7am-6pm PT\nSaturday &amp; Sunday, 8am-5pm PT\n877-367-8486'",SocailMedia,0,3,Neutral,FALSE
23-06-2017 23:55,b'@JTMarshIII We do understand. It would be very helpful if you can reach us through phone so that we can make furthe\xe2\x80\xa6 https://t.co/KQfEGmlHiv',SocailMedia,0.2,3,Neutral,FALSE
23-06-2017 23:26,b'@JTMarshIII Please do check out your Roamio so that we can determine if the main DVR affected by the issue as well.',SocailMedia,0.166666667,3,Neutral,FALSE
23-06-2017 23:18,b'@JTMarshIII On which box does the problem occur?',SocailMedia,0,3,Neutral,FALSE
23-06-2017 23:12,b'@JTMarshIII Hi Tom! How is your mini connected to your home network? are you on MoCa or your using Ethernet? Can yo\xe2\x80\xa6 https://t.co/g3kZVdYBab',SocailMedia,0,3,Neutral,FALSE
23-06-2017 19:30,"b""Calling all #GreatGatsby fans! Here's your new favorite #TV show. https://t.co/OIig3XSYSe @Refnery29""",SocailMedia,0.318181818,4,Positive,FALSE
23-06-2017 18:29,b'Nearly 2/3 of #TV viewers watch five #TV shows or less in a week. https://t.co/hdfTMwWAPY https://t.co/vUrDbO4i9Z',SocialMedia,-0.033333333,2,Negative,FALSE
23-06-2017 15:00,b'Faster is always better. How do you #QuickMode? https://t.co/TS2SPF0mF5',SocailMedia,0.5,5,Very Positive,FALSE
23-06-2017 00:00,b'TiVo search packages provide seamless insights that help you make informed programming and promo decisions: https://t.co/N8MG78pS6t',SocialMedia,0.1,3,Neutral,FALSE
22-06-2017 20:03,"b'Nothing says #bachelorette party quite like ""Rough Night."" Who\'s catching it in theaters this weekend? https://t.co/46nD6n2ccz'",SocailMedia,0.25,4,Positive,FALSE
22-06-2017 19:20,"b""@SFfanIam Hello Adrienne! We'd happy to check that one out for you. Can DM us the email and phone number of the acc\xe2\x80\xa6 https://t.co/HetnUW7XCO""",SocailMedia,0.8,5,Very Positive,FALSE
22-06-2017 18:30,"b""It's almost time for #TVOTSF2017. Are you ready? We are! https://t.co/HjQvxQ8Eo5 https://t.co/finT7dmo3q""",SocialMedia,0.25,4,Positive,FALSE
22-06-2017 18:30,b'48.9% of Americans Plan to Leave Their Pay TV Provider This Year: https://t.co/bACGBiOQ5e via @CordCuttersNews',SocialMedia,0,3,Neutral,FALSE
22-06-2017 17:37,"b'@godofpathos For instructions on how to repeat guided set up, click on this link: https://t.co/Q4T5PVqhFR'",SocailMedia,0,3,Neutral,FALSE
22-06-2017 17:32,b'@godofpathos Hello Rajul! We do apologize about your guide. Please repeat the guided set up so that your guide woul\xe2\x80\xa6 https://t.co/MrEhtlWZ3P',SocailMedia,0,3,Neutral,FALSE
22-06-2017 17:31,"b""What's your favorite #Pixar movie of all time? https://t.co/dp2T4rI9q6""",SocailMedia,0.5,5,Very Positive,FALSE
21-06-2017 21:50,b'@DavidAShepp This link includes information when to setup your TiVo Premier as client and about Moca Setup: https://t.co/dlQiMtv16l',SocailMedia,0,3,Neutral,FALSE
21-06-2017 21:37,b'@DavidAShepp Your TiVo Premiere can be a client if the TiVo BOLT or TiVo Roamio OTA creates the MoCa network or if\xe2\x80\xa6 https://t.co/gOqTLi5J9u',SocailMedia,0,3,Neutral,FALSE
21-06-2017 20:46,b'We\xe2\x80\x99re taking our hats (and coats!) off to #DanielDayLewis with a special legacy collection on TiVo. Find it in the\xe2\x80\xa6 https://t.co/hgE3ttevZl',SocailMedia,0.357142857,4,Positive,FALSE
21-06-2017 18:30,b'Have you read our Q1 Video Trends Report yet? Impress your boss with the latest info on industry trends:\xe2\x80\xa6 https://t.co/LeBc2nUwKo',SocialMedia,0.5,5,Very Positive,FALSE
21-06-2017 18:04,b'Which house do you fight for? #WinterIsHere https://t.co/6SJ8MrJtMy',SocailMedia,0,3,Neutral,FALSE
21-06-2017 16:55,"b'@GreatScottTx Can you please ask your friend if the TiVo BOLT has a Lifetime, monthly or annual service plan when h\xe2\x80\xa6 https://t.co/bL58IAfrmO'",SocailMedia,0,3,Neutral,FALSE
21-06-2017 16:31,b'@GreatScottTx @GreatScottTx! It depends on the service state of the box. Do you know the kind of Tivo service does the BOLT has?',SocailMedia,0.6,5,Very Positive,FALSE
21-06-2017 15:00,b'Time to test your #TV knowledge with this quiz on iconic sets from @Buzzfeed! Would that be Central Perk? https://t.co/o191EHCyLq',SocailMedia,0.3125,4,Positive,FALSE
21-06-2017 14:15,b'TiVo Study: #CordCutting Continues to Accelerate. https://t.co/15efmEYwTh  via @bcbeat',SocialMedia,0,3,Neutral,FALSE
21-06-2017 01:06,"b'@1MinDisneyDream @1MinDisneyDream TiVo has no plans yet in adding Directv Now as an App. However, you can submit a\xe2\x80\xa6 https://t.co/Ka7g1rKSLa'",SocailMedia,0,3,Neutral,FALSE
21-06-2017 00:00,b'TiVo has User Experience services tailored to your specific needs. Learn more: https://t.co/eregfpP9u9',SocialMedia,0.25,4,Positive,FALSE
20-06-2017 22:28,b'#Frozen is officially coming back for the #holiday season. Be sure to join Olaf on his adventures! \xe2\x9d\x84\xef\xb8\x8f\xe2\x9b\x84\xef\xb8\x8f https://t.co/hbOm0RhCDR',SocailMedia,0.3125,4,Positive,FALSE
20-06-2017 20:54,"b'@thewinecoach Then, wait for the TiVo BOLT to boot up before you plug back in the other cables one at a time.'",SocailMedia,-0.0625,2,Negative,FALSE
20-06-2017 20:48,"b'@thewinecoach Hi @thewinecoach! You can try to unplug everything from the TiVo BOLT, wait 30 seconds, and plug back\xe2\x80\xa6 https://t.co/7vE1wtN3am'",SocailMedia,0,3,Neutral,FALSE
20-06-2017 20:38,b'RT @consultVodkr: Pay-TV revenues in 138 countries have increased by $32 billion between 2010 and 2016 to reach $202 billion https://t.co/P\xe2\x80\xa6',SocialMedia,0,3,Neutral,FALSE
20-06-2017 17:30,"b'How scary is @MandyMoore\'s new film, ""47 Meters Down""? @Bustle https://t.co/F7VRTpBTCF'",SocailMedia,-0.173063973,2,Negative,FALSE
20-06-2017 16:40,"b""@jakerocks Hi @jakerocks! You will want to check the show on the View Recording History  to see the reason it isn't recorded.""",SocailMedia,0,3,Neutral,FALSE
20-06-2017 16:07,b'@DJSpainPlays Hello Daniel. HBO NOW is not a current feature/application on a TiVo DVR. Yes TiVo can use HBO Go as\xe2\x80\xa6 https://t.co/PfegdaOkI7',SocailMedia,0,3,Neutral,FALSE
20-06-2017 15:20,b'#PayTV subscribers want flexible package structures: https://t.co/4XKaNPMD08 #\xc3\xa1lacarteTV https://t.co/SiOQ3cN8x3',SocialMedia,0,3,Neutral,FALSE
20-06-2017 14:10,b'@tjszuch Hi Todd. We are sorry to hear that about your connection issue. How many TiVo Minis do you have?',SocailMedia,0,3,Neutral,FALSE
19-06-2017 23:00,"b""Social #TV took huge steps during the 2016 - 2017 broadcast season: https://t.co/pyBzKUNTUN What's in store for 2017 - 2018?""",SocialMedia,0.216666667,3,Neutral,FALSE
19-06-2017 20:00,"b'Who did it best, #TheCrown or #DowntonAbbey? We want your vote! https://t.co/7lAwyyoziG #UKTV'",SocailMedia,1,5,Very Positive,FALSE
19-06-2017 18:45,b'@MrOlinde Thank you for letting us know Anthony!',SocailMedia,0,3,Neutral,FALSE
19-06-2017 17:04,"b'@macprince @Macprince Once a DVR is activated on your account, It will be permanently listed on your account.'",SocailMedia,0,3,Neutral,FALSE
19-06-2017 17:03,"b'@macprince @macprince It is because unfortunately, removing them from your account is not an option.'",SocailMedia,-0.5,2,Negative,FALSE
19-06-2017 16:42,"b'@macprince Yes, so long as they are registered on your account.'",SocailMedia,-0.05,2,Negative,FALSE
19-06-2017 16:19,"b""@macprince @Macprince If one of your DVR's ain't working or was canceled, it shouldn't be a problem since it'll hav\xe2\x80\xa6 https://t.co/XVUeyAvM2q""",SocailMedia,0,3,Neutral,FALSE
19-06-2017 16:12,"b'@macprince @macprince We do apologize about what happened. However, once a box is activated on your account, we won\xe2\x80\xa6 https://t.co/Bcxs8qK3V0'",SocailMedia,0,3,Neutral,FALSE
19-06-2017 15:00,"b""In case you didn't get enough of the #Tonys, check out the top eight performances of all time! https://t.co/GyspF06mjJ via @Vox""",SocailMedia,0.3125,4,Positive,FALSE
19-06-2017 14:00,b'Satisfaction is rising among consumers who are sticking with #payTV. https://t.co/rRDOhmVhJL https://t.co/fjokZEv4CY',SocialMedia,0,3,Neutral,FALSE
18-06-2017 15:18,"b'@YoE3NA Hello E3NA! Yes, you do need a cableCARD for each of these TiVo boxes.'",SocailMedia,0,3,Neutral,FALSE
17-06-2017 16:01,"b'@ranran87 I see. However, we highly recommend you to reach our phone support at 877-367-8486 to further investigate this issue.'",SocailMedia,0.08,3,Neutral,FALSE
17-06-2017 15:19,"b'@Ed_at_1E You can do this by going to TiVo Central&gt;  Find TV, Movies, Videos &gt; Add and Manage Apps. If not, please do check the apps.'",SocailMedia,0,3,Neutral,FALSE
17-06-2017 15:17,b'@Ed_at_1E Hello Ed! We do apologize for the troubles. Please do check if the apps are checked on Add and Manage Apps.',SocailMedia,0,3,Neutral,FALSE
17-06-2017 00:20,b'@rs4amex @Rs4amex You can also send us an email at  security@tivo.com for security concerns.',SocailMedia,0,3,Neutral,FALSE
17-06-2017 00:13,b'@rs4amex Hi @rs4amex You can reach our phone support at 877-367-8486 so that we can talk about confidentiality and your security.',SocailMedia,0,3,Neutral,FALSE
16-06-2017 23:00,"b'When it comes to #HDR, every little bit matters. https://t.co/vm2Rm7b8ks'",SocialMedia,-0.1875,2,Negative,FALSE
16-06-2017 21:47,b'@patrick_lynch Hello Patrick. We do not have any announcements on that yet.',SocailMedia,0,3,Neutral,FALSE
16-06-2017 21:36,b'@AlexForReal1 Hi Alex! You can reset your parental code by calling our Support Team at 1-877-367-8486.',SocailMedia,0,3,Neutral,FALSE
16-06-2017 20:45,b'Did you know: 77.3% of respondents in our new Video Trends Report are interested in #\xc3\xa0lacarte #TV packages.\xe2\x80\xa6 https://t.co/pQ0aBLllkm',SocialMedia,0.193181818,3,Neutral,FALSE
16-06-2017 19:30,"b""Want an #Avengers preview? We've got @ChrisHemsworth's action-packed action figure rehearsal. https://t.co/2t5oT2JhwJ""",SocailMedia,0.1,3,Neutral,FALSE
16-06-2017 17:58,b'Get your guesses ready! The percentage of Americans and Canadians who own a #streaming device is 65.1%. #TiVoTrivia https://t.co/43xGvxAjwr',SocailMedia,0.425,4,Positive,FALSE
16-06-2017 17:30,b'#TiVoTrivia Time: Can you guess what percentage of people in \xf0\x9f\x87\xba\xf0\x9f\x87\xb8 and \xf0\x9f\x87\xa8\xf0\x9f\x87\xa6 own a #streaming device?',SocailMedia,0.6,5,Very Positive,FALSE
16-06-2017 17:30,b'Fragmentation is leading to growing pains for #OTT video. https://t.co/BbPJ29IuYt',SocialMedia,0,3,Neutral,FALSE
16-06-2017 17:03,"b'@KevinFrogg Hi @KevinFrogg Sorry for the inconvenience! To troubleshoot this issue, please clear and then recreate\xe2\x80\xa6 https://t.co/DlUhZo9r5l'",SocailMedia,-0.2625,2,Negative,FALSE
16-06-2017 16:30,b'@godofpathos @godofpathos Hello Rajul! Do you mean the program on your guide is tagged as repeat instead of new epi\xe2\x80\xa6 https://t.co/Pd4UskERHT',SocailMedia,-0.088068182,2,Negative,FALSE
16-06-2017 16:12,"b""@ranran87 Hello Randall! We're sorry to hear that you're having issues with your TiVo. May I know how is the box co\xe2\x80\xa6 https://t.co/Sd3HMH9d5L""",SocailMedia,-0.5,2,Negative,FALSE
16-06-2017 14:00,"b""What's on your #weekend #watchlist? \xf0\x9f\x8e\xac \xf0\x9f\x93\xba \xf0\x9f\x8d\xbf""",SocailMedia,0,3,Neutral,FALSE
15-06-2017 23:00,b'Researchers have found that consumer appreciation for vertical video is growing: https://t.co/UJ0zw1F6DK',SocialMedia,0,3,Neutral,FALSE
15-06-2017 21:00,b'The #Emmys can surprise you! Check out the wide range of actors in the Miniseries/TV Movie category. The\xf0\x9f\x8f\x86 goes to? https://t.co/uf1lwZINUQ',SocailMedia,-0.1,2,Negative,FALSE
15-06-2017 19:11,b'#TVOTSF2017 is going to be chock-full of TiVo speakers later this month. https://t.co/uSOBH9wVOh https://t.co/KiKOz3TBQp',SocialMedia,0,3,Neutral,FALSE
15-06-2017 17:30,"b""You don't have to leave home to go to the #movies! TiVo's #SkipMode eats commercials with a single button. https://t.co/30IYzeCXUh""",SocailMedia,-0.071428571,2,Negative,FALSE
15-06-2017 15:25,"b'RT @TechCrunch: 77% of consumers want a la carte TV, TiVo study finds, but price they\xe2\x80\x99re willing to pay drops https://t.co/Rdc5Cb7a4I by @s\xe2\x80\xa6'",SocialMedia,0.25,4,Positive,FALSE
15-06-2017 15:15,b'71.9% of survey respondents watch previously recorded #TV shows or #movies on a daily basis.\xe2\x80\xa6 https://t.co/vLEknvEwJz',SocialMedia,-0.083333333,2,Negative,FALSE
15-06-2017 00:55,b'@UltraEpicure @UltraEpicure It would be much better if you will cancel and recreate all of your OnePasses.',SocailMedia,0.5,5,Very Positive,FALSE
15-06-2017 00:31,b'@UltraEpicure @UltraEpicure Please do cancel and recreate your OnePass. Unplug the TiVo box then  force a connection one more time.',SocailMedia,0.5,5,Very Positive,FALSE
15-06-2017 00:16,"b'@UltraEpicure @UltraEpicure Regarding the OnePass issue, please force a connection to the TiVo Box to repopulate yo\xe2\x80\xa6 https://t.co/ODwE2uwyaX'",SocailMedia,0,3,Neutral,FALSE
15-06-2017 00:04,"b'@UltraEpicure @UltraEpicure For any concerns, please do contact our phone support at 877-367-8486 from Mon-Fri, 7am\xe2\x80\xa6 https://t.co/MIgatafXSn'",SocailMedia,0,3,Neutral,FALSE
14-06-2017 21:25,b'TiVo data suggests that #payTV operators can generate revenue by providing recommendations https://t.co/6qCgPPPtHk via @nScreenMedia',SocialMedia,0,3,Neutral,TRUE
14-06-2017 20:00,b'Explore the future of #OTT with @dmnews: https://t.co/ws8A6OdffI https://t.co/JyTdiOh4py',SocialMedia,0,3,Neutral,FALSE
14-06-2017 19:30,"b'#WonderWoman isn\'t the only #DCEU member making it to the silver screen. #DC\'s ""Titans"" starts filming this fall! https://t.co/IU0bvNWcpp'",SocailMedia,0,3,Neutral,FALSE
14-06-2017 17:01,"b""TiVo's Courtney Quish will be at #IPBC Global on June 20 in Ottawa, ON. #IP @IAM_Magazine https://t.co/cd0McvYTGC""",SocialMedia,0,3,Neutral,FALSE
14-06-2017 16:35,b'@maxsolar Hey Max! There is no announcement on an update yet. iOS does not allow streaming via cellular.',SocailMedia,0,3,Neutral,FALSE
14-06-2017 14:30,b'Our latest research shows that a whopping 85.4% of people watch #liveTV daily. Are you one of them? #TiVoTrivia https://t.co/Dc8fZl0bpt',SocailMedia,0.25,4,Positive,FALSE
14-06-2017 14:30,b'How much are #OTT streaming services disrupting the #payTV industry? Download our Q1 Video Trends report to find ou\xe2\x80\xa6 https://t.co/htowehuqEG',SocialMedia,0.2,3,Neutral,FALSE
14-06-2017 14:15,"b'Long live #PrincessLeia! #StarWars IX will pay special tribute to our favorite royal from a galaxy far, far away. https://t.co/be8VrOMGDJ'",SocailMedia,0.196266234,3,Neutral,FALSE
14-06-2017 13:33,b'Our Q1 Video Trends Report just launched. Get up to speed with our latest analysis now: https://t.co/rv8hOLfu86 https://t.co/HsBq7xIOgB',SocialMedia,0.5,5,Very Positive,FALSE
14-06-2017 00:28,"b'@philipadderley Hello Philip. Yes, you certainly can.'",SocailMedia,0.214285714,3,Neutral,FALSE
13-06-2017 21:13,"b'@TheWebJustWorks None at this time. However, we would be happy to log your request, and submit it to TiVo Engineeri\xe2\x80\xa6 https://t.co/4KmN88Heqe'",SocailMedia,0.8,5,Very Positive,FALSE
13-06-2017 20:56,b'@TheWebJustWorks We assure you to submit this concern to our System developers. Thanks.',SocailMedia,0.2,3,Neutral,FALSE
13-06-2017 20:47,"b""@TheWebJustWorks We sincerely apologize that we're unable to address your concern at this time. Truly, we don't hav\xe2\x80\xa6 https://t.co/446Arg3yEA""",SocailMedia,0,3,Neutral,FALSE
13-06-2017 20:00,"b""Can't remember what movie you're watching? Don't worry: odds are a character will let you know mid-film. https://t.co/EsdClsHGj5 #movies""",SocailMedia,0,3,Neutral,FALSE
13-06-2017 18:40,b'Educate yourself on #millennial #TV viewing and consumption trends with this study of 18-26 year olds:\xe2\x80\xa6 https://t.co/JsmBqRjQ35',SocialMedia,0,3,Neutral,FALSE
13-06-2017 18:28,"b'@TheWebJustWorks We do apologize, but The Microsoft Edge browser is not supported.'",SocailMedia,0,3,Neutral,FALSE
13-06-2017 18:07,b'@TheWebJustWorks Hello TheWebJustWorks. Are you streaming at home for your PC to TiVo Online? Which browsers have y\xe2\x80\xa6 https://t.co/CKbSd8tm2a',SocailMedia,0,3,Neutral,FALSE
13-06-2017 17:30,"b'Is the #peakTV bubble about to pop? According to @tvoti, the answer is both yes and no. https://t.co/bYlFHZkGfV'",SocailMedia,0,3,Neutral,FALSE
13-06-2017 16:46,b'@highfructose You can use our Feature Request form to send your feedback to our TiVo developers:  https://t.co/OqClg2h9NM',SocailMedia,0,3,Neutral,FALSE
13-06-2017 16:45,b'@highfructose Hi highfructose. You will want to submit a request to have the option added as a feature.',SocailMedia,0,3,Neutral,FALSE
13-06-2017 16:33,b'@JoeSiegler @JoeSiegler You can also report the problem here: https://t.co/W496ZcY6rP  for incorrect programming or\xe2\x80\xa6 https://t.co/gMm8eQuXvM',SocailMedia,0,3,Neutral,FALSE
13-06-2017 16:29,"b'@JoeSiegler @JoeSiegler Hi Joe! Sorry for the confusion. For this kind of issue, just force a connection for your b\xe2\x80\xa6 https://t.co/9CWvCAOzWM'",SocailMedia,0.05,3,Neutral,FALSE
13-06-2017 16:29,"b'@KevinKuechle To connect to TiVo service, from TiVo Central go to Settings &amp; Messages &gt; Settings &gt; Network &gt; Connec\xe2\x80\xa6 https://t.co/uQjL9kIi1S'",SocailMedia,0,3,Neutral,FALSE
13-06-2017 16:15,b'@KevinKuechle Hey Kevin. We do apologize for the wrong TV guide information. Have you already tried connecting to TiVo service?',SocailMedia,-0.5,2,Negative,FALSE
13-06-2017 14:15,b'A new report from @PwC predicts #SVOD will continue to skyrocket and advertising will continue to rush into digital: https://t.co/c4l7NDvqwg',SocialMedia,0.068181818,3,Neutral,FALSE
12-06-2017 20:00,b'.@NicoleKidman and @EwanMcGregor weigh in on the age-old debate: #TV vs. #movies. Which side are you on?\xe2\x80\xa6 https://t.co/ZTlfPY8RBJ',SocailMedia,0,3,Neutral,FALSE
12-06-2017 19:25,"b'@MethaneSensei Hello Methane. So far, there have been no announcements from TiVo for an update to that app.'",SocailMedia,0.1,3,Neutral,FALSE
12-06-2017 19:10,"b""@shoeboo Try clearing your Browser's history with its cache and cookies and see if that is able to stop your browse\xe2\x80\xa6 https://t.co/rawrlC0ZP0""",SocailMedia,0.5,5,Very Positive,FALSE
12-06-2017 19:10,"b""@shoeboo That's also possible.""",SocailMedia,0,3,Neutral,FALSE
12-06-2017 19:04,"b""RT @stevendschmitt: Don't miss it! https://t.co/xPoPgnjOtr""",SocialMedia,0,3,Neutral,FALSE
12-06-2017 19:03,b'@shoeboo I would recommend trying a different web browser if your current one is not accessing the correct page.',SocailMedia,0,3,Neutral,FALSE
12-06-2017 19:01,"b'@shoeboo That is odd. I have tested the website as well, and it is pulling up the appropriate webpage.'",SocailMedia,0.166666667,3,Neutral,FALSE
12-06-2017 18:29,b'@shoeboo Hi Brandon. While logged out on https://t.co/O9qvnyJDPt select my account at the top right then sign in.',SocailMedia,0.392857143,4,Positive,FALSE
12-06-2017 15:01,"b""Up your #movie watching game with these tips from a #film critic. You'll be a master in no time! https://t.co/r7k0zDdz6G""",SocailMedia,-0.5,2,Negative,FALSE
12-06-2017 14:00,"b""Heading to Cannes Lion? TiVo's Walt Horstman will be speaking on a GABBCON panel on 19 June at 14:00: https://t.co/BUeRBDwBVl""",SocialMedia,0,3,Neutral,FALSE
09-06-2017 21:35,"b'As #mobilestreaming grows, worldwide mobile #data usage will rise to over 1/4 of all media consumption by 2019. https://t.co/aedtlJ02G2'",SocialMedia,0,3,Neutral,FALSE
09-06-2017 20:00,"b'What better way to celebrate 40 years of #StarWars than with a list of the best characters? With Yoda, our vote is. https://t.co/bYkaqiBrWq'",SocailMedia,0.75,5,Very Positive,FALSE
09-06-2017 18:43,b'@RobEden Thanks Rob. We would recommend calling us at 877-367-8486 for that. There are security questions needed to update your account.',SocailMedia,0.2,3,Neutral,FALSE
09-06-2017 18:23,b'@RobEden Do you have an alternative email address?',SocailMedia,0,3,Neutral,FALSE
09-06-2017 18:18,b'@RobEden This indicates that your password is incorrect. Have you gone through the password reset?',SocailMedia,0,3,Neutral,FALSE
09-06-2017 18:00,"b""Don't miss TiVo's Courtney Quish at #IPBC Global on June 20 in Ottawa, ON. #IP @IAM_Magazine https://t.co/tNiMWUrCQx""",SocialMedia,0,3,Neutral,FALSE
09-06-2017 17:57,b'@RobEden Can you try a different browser or clear cache and cookies from your browsing history?',SocailMedia,0.05,3,Neutral,FALSE
09-06-2017 17:21,b'@RobEden Hi Rob. We are sorry to hear that you are having troubles logging into your TiVo account. What error message did you encounter?',SocailMedia,-0.5,2,Negative,FALSE
09-06-2017 16:08,b'@GJamesBerigan It does seem like everything is coming back. We would love to know your ideas if you do!',SocailMedia,0.3125,4,Positive,FALSE
