Date,text,DataSource,Polarity,SentimentScore,Sentiment,Feature,match
"March 4, 2016","the skip and fast speed features are great. Really happy with this purchase	I was hesitant to upgrade from my old TiVo Premiere, since there was nothing wrong with it. Finally decided to add another TiVo and picked this up, and WOW what an improvement. Very fast, the skip and fast speed features are great. Really happy with this purchase, and will now probably plan to upgrade the Premiere.",Amazon,0.62,5,Very Positive,BOLT,
"May 16, 2016","Great upgrade from the Roamio!	These are my favorite features:1. It's much faster than my Romio, specially Netflix which loads instantly ! The network quality seems better as well with Netflix reaching 1080p speeds much faster. Amazon loads a lot faster as well.2. Integrates access to Netflix, Amazon Prime & more => This is big deal, specially for my wife who hates fiddling around with multiple devices (Roku, Amazon Fire stick etc).",Amazon,0.62,5,Very Positive,BOLT,
"January 24, 2016","Hidden Diamond of Value	Excellent commercial skipping-Aggregates Hulu netflix -good youtube app-Pandora....much better than cable company dvrs! Using with OTA (painful to get right for apt at first but now works) but if I have to add basic tv to my cable package, the real hidden value diamond is having my own equipment makes negotiating post promo rates on net or tv w cable company a cinch!  If I cant get promo rates I cancel & my wife simply becomes new subscriber getting promo rates.  Also when you back out the cost of the 1 yr service included $280-$150(would pay more anyway to cable company) and the cost of stream function already included ($130) essentially the box is free.  They are marketing this all wrong, they should show the value above & finance or lease these things to make it easy, then work out local antenna install options like amazon does.  Its not about saving $ on dvr rental but flexibility of having good dvr/content aggregator without having to step up to large channel packages or losing dvr content if you cancel. The world will pay for convenience in between a lifetime cost package and otherwise large monthly cost w/fixed packages of channels dont want just to get DVR. Tivo if your listening I'll be glad to share my additional insights for a consult fee.",Amazon,0.62,5,Very Positive,BOLT,
"March 12, 2016","New TiVo owner's thoughts	This is my first TiVO and I have to say it's excellent! I tried out my cable company's DVR for the first time in six years only to find out that nothing had changed in six years. After two weeks I returned it and bought the Tivo Bolt. I couldn't be happier with my decision. The only thing that could be better is external hard drive support. TiVo is way ahead of the competition in every other regard except for external hard drive support.",Amazon,0.62,5,Very Positive,BOLT,
"December 31, 2015","Great Upgrade	Love it. Easy access to my Xfinity, Amazon Prime as well as all my regular recorded shows. Skip Mode is brilliant. Also have paired with a TiVo Mini to expand HD viewing experience to another room in the house. This replaced a Premiere 3 which has over 5 years old. Hope this one last as long.",Amazon,0.62,5,Very Positive,BOLT,
"November 11, 2015","The Plex App is worth the purchase alone!	First, this box is half the size of previouse boxes.Second, the Plex app is absolutely bullet proof and anyone running a NAS  or video server should buy a Bolt.  I have had many other product that could not keep up with Plex, however the Bolt is flawless.Third, I would like to see an  algorithm that can. Predict the commercial skipping.  Currently, only some of the prime time  shows  can skip commercials.",Amazon,0.62,5,Very Positive,BOLT,
"April 13, 2016","I love the tivo format much better than the usual cable ...	We replaced our antique tivo series two with the bolt. Wow! I love the tivo format much better than the usual cable box. Our cable company did supply the SD card but knew nothing about it. Tivo CS was wonderful and we got an education. The Bolt does not support analog channels. There are some channels we watch which are not digital. So we ended up keepong the old Tivo for them.",Amazon,0.62,5,Very Positive,BOLT,
"May 7, 2016","TIVO Bolt	5/2016 We had a TIVO before but had to upgrade due to the old one being outdated. We absolutely love it. I love the part where you can watch one show and record another. Never had that option before. It beats paying for a box from your cable provider.4/2016 We installed this about 3 weeks ago. I absolutely love it. We had one but it was an older style. Well worth the money so far.",Amazon,0.62,5,Very Positive,BOLT,
"March 8, 2016","Bolt is definitely top of the heap	Wow, definitely much faster and more responsive than my older TiVo premiere and even my previous Roamio Pro (which has now become a gift to family). This Bolt is definitely the best TiVo they've made so far. Very happy I got it.",Amazon,0.62,5,Very Positive,BOLT,
"March 26, 2016","Five Stars	Love Tivo. Its gives us more options than just handing lots of our money to cable or sattelite.",Amazon,0.62,5,Very Positive,BOLT,
"January 11, 2016","TiVo BOLT FANTASTIC way to watch your shows, record, anything you want! TiVo, is always ahead of the others!	We were on a break from Tivo simply because we moved a few years ago. Now we are back and we LOVE the Tivo BOLT! System is great, runs effortlessly, really missed Tivo so much, you have as back from life! Thanks Tivo, you certainly make watching our shows and TV a pleasure!TiVo BOLT 500GB Unified Entertainment System - DVR and Streaming Media Player",Amazon,0.62,5,Very Positive,BOLT,
"October 3, 2017","Five Stars	Works Great!",Amazon,0.62,5,Very Positive,BOLT,
"May 10, 2016","What a fun and well designed product	What a fun and well designed product. Excellent quality and great interaction online with your phones, tablets, etc. I wish it had more love with the PC interaction, but for some reason - it doesn't allow me to ""stream"" some of my recorded shows on my PC, but can do it on my phone. Weird licensing rules I guess.",Amazon,0.62,5,Very Positive,BOLT,
"May 9, 2016","it works great with the tivo mini	cox cable in AZ required me to have both a cable card and a tuning adapter. ended up changing out the tuning adapter several times before it would work. it works great with the tivo mini, I don't have to have a separate cable box in my bedroom tv and gives me the exact same tivo experience. I'm very happy with this.",Amazon,0.62,5,Very Positive,BOLT,
"December 5, 2015","So happy I upgraded!!!	I just upgraded from an older series 3 HD box and this new bolt is great!  It's so small and the 500 gb is just fine!  I don't think I will fill the HD but if I do there is external storage available so I don't see the need for 1tb unless you are someone who watches way too much tv.  The software is so much better and menus easier to navigate.",Amazon,0.62,5,Very Positive,BOLT,
"May 4, 2016","A great evolution of an already great product!	My Series 4 (Premiere HD) was already the cornerstone of our entertainment system, but now the Bolt can connect to more services and my sites can be reached from anywhere and many shows we can skip the commercials. Haven't tried some of the other new features, but I look forward to trying them all.",Amazon,0.62,5,Very Positive,BOLT,
"January 31, 2017","Great OTA DVR	This is a solid DVR for OTA channels.  I have been using it for 10 months with no major issues (other than the guide issues during the conversion from Gracenote to Rovi).  The box itself works great.",Amazon,0.62,5,Very Positive,BOLT,
"April 30, 2016","Tivo Bolt setup	Love this thing. I subsequently added a TIVO mini to the setup and it's far superior to what it replaced ( 2 rented comcast HD DVR's )",Amazon,0.62,5,Very Positive,BOLT,
"October 6, 2016","cool features. love the commercial skipping for prime time	very snappy. cool features. love the commercial skipping for prime time.",Amazon,0.62,5,Very Positive,BOLT,
"December 22, 2015","Love the Bolt!	We are very happy with our new Bolt. It is far superior to cable company DVRs but still integrates perfectly using a Cable Card. Skip mode is a joy. We've used Amazon Prime more in the first 2 weeks than we have in years with the easy access of a single device, single remote.",Amazon,0.62,5,Very Positive,BOLT,
"February 26, 2016","Save money, buy this!	I love not paying my cable company to rent equipment. This TiVo makes it so easy to find episodes for a show that I might have discovered late using many different online services. It makes it so easy to, at least partially, cut the cord and save money on tv.",Amazon,0.62,5,Very Positive,BOLT,
"November 2, 2015","Tivo is great and Bolt makes it even greater	Tivo is great and Bolt makes it even greater, LOVE the 30% faster mode almost as much as the new skipping of full commercial breaks, great modern look to it too!",Amazon,0.62,5,Very Positive,BOLT,
"January 16, 2016","it priced out the same as buying a replacement of the older model so I was happy with my purchase	My only issue with this TiVo was solved, it now has Hulu service! Bought this as replacement of old Tivo Premiere that broke down. With the free year of service, it priced out the same as buying a replacement of the older model so I was happy with my purchase.",Amazon,0.62,5,Very Positive,BOLT,
"April 28, 2016","Very Interesting, Great DVR.	Just received the Tivo Bolt (500gb) yesterday and was not looking forward to setting it up through Cox Communications. It was a nightmare with My Tivo Premier because of the Cable Card and Tuning Adapter. However, I just was replacing the Tivo Premier with the Tivo Bolt and just swapped the cables. After the power on initial downloads to the Tivo Bolt and upgrades, then the activation from Tivo (about 45mins) all my channels were there without even contacting Cox Cable. One expanded channel is still out (Epix), but that happens often by itself.The Tivo Bolt is much faster then my old two channel Tivo Premier and has more features. All my Tivo Apps work, Ipad, Andriod and PC. I can now steam to my Ipads. I connect via Gigabyte Network, and that works great with no effort on my end. Actually, the setup wizard was very easy.I'll keep trying all the features and add to this review, but with few exceptions, I highly recommend this DVR. The one year membership is very NICE.Cons: Made of plastic, not very rigid, plastic does not conduct heat well. Tivo needs to work on DLNA more. The embedded Plex works, but Plex SUCKS. Why do you need Plex to do what DLNA already does. Only one Network Share shows up on my Tivo so far. I'll give it a few days to discover more. The Remote is okay, no new features over the old one. The Cost needs to come down. If you start to make it out of cheap plastic, then trickle down the cost savings. But really, the TIVO BOLT is very nice.",Amazon,0.62,5,Very Positive,BOLT,
"May 1, 2016","We finally cut the cable and had a HD Antenna ...	We finally cut the cable and had a HD Antenna installed.  We bought the TiVo Bolt to record and stream content. Then we added two TiVo Minis to complete our system. The TiVo system has met all of our expectations so far.",Amazon,0.62,5,Very Positive,BOLT,
"June 29, 2016","A TiVo fan upgrades and loves it.	As a long time TiVo user, this was a natural replacement for my old TiVo box. I love the way it uses my likes and dislikes to find other shows to suggest to me, either to get later or watch right now.",Amazon,0.62,5,Very Positive,BOLT,
"June 3, 2016","Finally cut the cord, and decided to get the ...	Finally cut the cord, and decided to get the bolt as the first step. Not having a DVR was the biggest con of relying on traditional Antenna, but this solved that!  Don't know how i could go without it!",Amazon,0.62,5,Very Positive,BOLT,
"May 15, 2016","The Best DVR made today!	Awesome! I don't have to waste as much money with the cable company and get the best DVR ever! I wish more shows had skip mode and it had component output. Only HDMI output. But I still love it!!!!",Amazon,0.62,5,Very Positive,BOLT,
"October 27, 2015","Exceeded my expectations	4 tuners are enough for me and amazingly no problem activating cable card with Comcast. Built in in-home streaming and Moca 2.0 are just additional bonuses.  Hope they reduce lifetime service cost when the time for renewal comes up in a year.",Amazon,0.62,5,Very Positive,BOLT,
"January 16, 2016","Great new unit from TiVo!	We are very happy with our new TiVo BOLT. From the RF remote that doesn't require line of sight to the updated interface. It's all great. Also loving the streaming capabilities. Works great on our iPads.",Amazon,0.62,5,Very Positive,BOLT,
"July 20, 2016","Beats cable / satellite DVR hands down	Beats cable / satellite DVR hands down and from the savings of renting one from your cable or satellite company, the Tivo will pay for itself many times over",Amazon,0.62,5,Very Positive,BOLT,
"February 1, 2016","Fantastic new tivo	I've been using Tivo for 15 years -- finally was able to convince my 70 year old mother to try it.She's hooked -- still shocked that you can pause live TV whenever you want to :)",Amazon,0.62,5,Very Positive,BOLT,
"June 11, 2016","We are totally happy with Tivo Bolt	We are totally happy with Tivo Bolt. We have an antenna. We record all the shows we want. You are even able to watch what you recorded without the commercials.",Amazon,0.62,5,Very Positive,BOLT,
"April 10, 2016","Great Product!	Great product; we have had 2 other TiVos in the past and this one is the best by far.  Improved interface and much smaller footprint.  Great for over the air and streaming.",Amazon,0.62,5,Very Positive,BOLT,
"February 2, 2016","Nearly flawless. Waiting for Skip feature to work. ...	Nearly flawless. Waiting for Skip feature to work. Apparently Tivo hasn't marked anything I watch for commercials.. of course I've only recorded a few things with it as of yet,",Amazon,0.62,5,Very Positive,BOLT,
"January 1, 2016","My 5th Tivo, so I love it.	My 5th Tivo, so I love it.  The bend is to keep air flow under and keep hot devices from stacking on top to help it from being overheated.  Comes with one year subscription!  Love it!",Amazon,0.62,5,Very Positive,BOLT,
"November 25, 2015","Five Stars	Excellent product! Love the way the guide is set up- very easy to learn.",Amazon,0.62,5,Very Positive,BOLT,
"January 31, 2016","VERY LIMITED EXPANSION (so, buy the 1000Gig) - Almost ...	VERY LIMITED EXPANSION (so, buy the 1000Gig) - Almost no hard drives are supported on the e-sata. Customer support is slow and unresponsive. Hulu integration, priceless.",Amazon,0.62,5,Very Positive,BOLT,
"May 5, 2016","Ditched FiOS DVR. The TiVo will pay for itself ...	Ditched FiOS DVR. The TiVo will pay for itself in 5 months. $41.99 vs a $4.99 monthly cablecard rental. The DVR is more advanced than FiOS too.",Amazon,0.62,5,Very Positive,BOLT,
"March 7, 2016","this is a really nice DVR. the associated programming is well thought out	this is a really nice DVR. the associated programming is well thought out.  Thinking of getting my cable provider to not supply one and use this for cable.",Amazon,0.62,5,Very Positive,BOLT,
"May 31, 2016","An excellent iteration of an old classic	An excellent iteration of an old classic. We've enjoyed the Roamio for some time and this is just more of the same with more storage.",Amazon,0.62,5,Very Positive,BOLT,
"March 15, 2016","Good purchase	Easily better than any cable provider dvr. Though my dish dvr could support two TVs at once. Tivo has you buy a mini box for additional TVs",Amazon,0.62,5,Very Positive,BOLT,
"December 15, 2015","All I Expected and More	I'm a veteran cord cutter who settled several years ago on a  system based on Windows Media Center supplemented with a Roku for each of my three TVs.  My home is wired for ethernet and I have an attic-mounted antenna for over-the-air broadcasts.  This was working quite well until Microsoft deprecated WMC and then switched to a different company to supply the program guide.  The guide was so riddled with errors that it became unusable so I began shopping for a replacement.  I was originally put off by Tivo's recurring charge for the program guide but finally decided that this critical part of the system was worth paying for.I bought the Bolt and three Tivo Minis.  The Bolt is in my tech closet where the antenna termination is and I have a Mini for each TV.  Set-up was simple and I had all four units up and running in an afternoon.  I already had a WD external hard drive that I had previously used with my DISH receiver and it connected to the Bolt with no problems.My family and I like every thing about the Tivo system.  Tivo has been in the DVR business for a long time and it certainly shows in the well-thought-out design of the screens and menus.  A big plus is that this is a mature consumer product that doesn't require me to be the 24/7 on-call tech support guy.  Another pleasant surprise was the integration of the streaming sources with the program guide when doing searches or setting up One Pass recordings.  All of the streaming channels that we normally watch on the Roku are available right from the Tivo menu.  I've got the Rokus listed on E-Bay right now, along with the XBoxes and the Home R",Amazon,0.62,5,Very Positive,BOLT,
"March 3, 2016","Absolutely the best Tivo yet	I have had Tivos for years and finally one that is fast, skips commercials on many programs, is great...way to go Tivo!",Amazon,0.62,5,Very Positive,BOLT,
"January 24, 2016","Amazingly Fast TiVo BOLT	Amazingly fast device, great selection of  streaming apps, 4K support + a year of TiVo service included what's not to love?",Amazon,0.62,5,Very Positive,BOLT,
"April 25, 2016","... bought this to replace our Tivo Premiere and absolutely love it. The new features are killer	We bought this to replace our Tivo Premiere and absolutely love it. The new features are killer!",Amazon,0.62,5,Very Positive,BOLT,
"January 19, 2016","Bolt Rocks - Saves Money!	Love the features as well as the design - perhaps I love not paying for rental fees from the cable company anymore!",Amazon,0.62,5,Very Positive,BOLT,
"March 1, 2016","Five Stars	No product manual is included but there is one in .pdf on the Tivo site which is very comprehensive.",Amazon,0.62,5,Very Positive,BOLT,
"January 13, 2016","Love it. I have had direct Tivo's that were ...	Love it. I have had direct Tivo's that were crippled by Directv, love this. Wish i had switched years ago!!!!",Amazon,0.62,5,Very Positive,BOLT,
"February 26, 2016","I enjoy all the functionality of this device	I enjoy all the functionality of this device, it is far and away better than the rented Cable Box",Amazon,0.62,5,Very Positive,BOLT,
"May 14, 2016","Five Stars	Excellent quality. Streaming content is flawless. This machine can do it all.",Amazon,0.62,5,Very Positive,BOLT,
"June 14, 2016","Bolty	I am so glad I brought the Bolt. Looks great and performs as expected.",Amazon,0.62,5,Very Positive,BOLT,
"August 13, 2016","good product.	does the job as well as can be expected. good product.",Amazon,0.62,5,Very Positive,BOLT,
"February 2, 2017","Five Stars	fast service good price.",Amazon,0.62,5,Very Positive,BOLT,
"April 25, 2016","Learn and enjoy	A little hard to get started but when you learn how it is a great DVR",Amazon,0.62,5,Very Positive,BOLT,
"February 28, 2016","Wouldn't be without it; great delivery; decent support	Life-changing product; a bit hard to get started, but support got the job done.",Amazon,0.62,5,Very Positive,BOLT,
"March 15, 2016","Best one yet.	New features 'fast play' and commercial skip work great.  I love it.",Amazon,0.62,5,Very Positive,BOLT,
"December 14, 2015","Five Stars	Glad I'm back with Tivo",Amazon,0.62,5,Very Positive,BOLT,
"April 28, 2016","Five Stars	LOVE LOVE LOVE it!!!  Wish they made a 6 tuner one!",Amazon,0.62,5,Very Positive,BOLT,
"December 28, 2015","Love it...	Can't say enough about how much I love this. And the app is really great.",Amazon,0.62,5,Very Positive,BOLT,
"June 20, 2016","Five Stars	I'm really enjoying it",Amazon,0.62,5,Very Positive,BOLT,
"October 26, 2015","this one works great. Cut the cord and buy this one	Tried others, this one works great. Cut the cord and buy this one.",Amazon,0.62,5,Very Positive,BOLT,
"April 23, 2016","Impressive functionality and very fast.	Best DVR I have ever had.",Amazon,0.62,5,Very Positive,BOLT,
"March 8, 2016","love it. skip feature is	love it.  skip feature is great",Amazon,0.62,5,Very Positive,BOLT,
"February 20, 2016","Five Stars	Love this!  Very easy to navigate",Amazon,0.62,5,Very Positive,BOLT,
"April 24, 2016","Five Stars	Excellent product.",Amazon,0.62,5,Very Positive,BOLT,
"May 29, 2016","Much better than cable company DVR's	I had a Tivo about 7 years ago and ended up returning it because it just would not work properly with Charter Communications.  I gave it one more shot and bought this Tivo to go with my Time Warner cable.  I am glad to say that this time, it works great. **IMPORTANT information - If you are having the cable company come out to do the install, plug in your Tivo box a least a day before and have it do it's updates.  I didn't realize this and still had the Tivo box in it's packaging when the cable company arrived to do the install.  The tech told me that the over the air update process for the Tivo box takes up to 24 hours and that he could not install it until it was updated.  The tech ended up installing the rest of the system and not the Tivo.  I had to plug the Tivo box into the outlet, hook up the WiFi and then let it go through the setup and update process.  Unlike what the tech said, the whole process only took about 1.5 hours.  Either way, you should be aware of this and have it ready to go if someone is going to hookup this box for you.I love the features on this Tivo.  The commercial skip button is very convenient to have and I really use the Amazon prime video app a lot on my Tivo.  I've had DVR's from Directv, AT&T, Charter Cable, and Time Warner Cable before.  I think it's a toss up between the Directv DVR and the Tivo.  The Directv DVR was very intuitive and easy to use and had 6 tuners.  The Tivo has the Amazon app and 4 tuners.  The fact that it has the Amazon app and it is so easy to watch Amazon Prime videos, makes up for the less tuners and less intuitive system.  Ov",Amazon,0.62,5,Very Positive,BOLT,
"April 26, 2016","Five Stars	Great Product!",Amazon,0.62,5,Very Positive,BOLT,
"January 23, 2016","Just awesome	I've owned the Bolt for about 3 weeks now, and have added 2 Minis, one at a time, since.  It was a somewhat rocky road getting all of the devices configured - especially the Minis, but it was worth it.  The user experience, compared to the FIOS, is like fast forwarding 10 years into the future.  Just the ability to block stations you never want to see again is awesome.  It's fast, intuitive, and fun.  About half the shows I've recorded respond to the ""Skip"" button on the remote, which skips all commercials perfectly.  Wow!  I'm not sure why, but the picture and especially the sound quality has greatly improved.  Most everything is Dolby Digital now - it wasn't before.  And I love not paying $50 at month for the big clunky FIOS boxes and those awful remotes.  In about 12 months, I'll hit the break even for all of the Tivo equipment, and at that point will just be paying $15 a month to Tivo for their service, and whatever FIOS gets for a single cable card, which is all you'll need for your entire TIVO network.Most of my setup difficulties came from Tivo's assumption that if you are a FIOS customer, you are already MOCA enabled.  I wasn't, and caused a lot of headaches.  There's an easy way to tell - if your FIOS router has an ethernet connection coming in, you're not MOCA enabled.  FIOS can set that up for you remotely.  Once you are, makes sure there's no ethernet cable connected to your Bolt - as internet connectivity will also be coming in through the coax cable.  If there is, the Bolt will work fine, but the Minis won't.Tivo rocks!",Amazon,0.62,5,Very Positive,BOLT,
"March 8, 2016","Five Stars	Xmas present for the wife",Amazon,0.6,5,Very Positive,BOLT,
"January 1, 2016","Five Stars	Works great.",Amazon,0.6,5,Very Positive,BOLT,
"October 12, 2015","Five Stars	Really loving the Tivo Bolt.",Amazon,0.6,5,Very Positive,BOLT,
"November 29, 2015","Commercial skip is great when you get it	I am impressed. Only using antenna and OTA signals.Here in Indianapolis we get ~40 channels OTA. I also upgraded the hard drive to a 2TB drive with no issues (search XDA forums on how to videos). It has been up and running almost 2 months now. Records consistently and commercial skip (when you get it) is fantastic. We have a Mini on order to set up in the basement.",Amazon,0.6,5,Very Positive,BOLT,
"October 16, 2016","Love our TiVo	Love our TiVo!  We ditched cable and we now have more tv for less money. We were paying $156 @ month to Comcast and having bills change every month.  We bought an antenna and we receive 65 channels.  We have Netflix & Amazon (which our kids pay for).  We had to go back to Comcast for internet because they have the exclusive in our community but we pay $44 and it comes with...30 more stations and free HBO for one year!  So with our upfront investment done, we now just pay $44 @ month...big savings!  By the way with our Comcast stations we were sent a ""card"" that slips into the back of our TiVo instead of a cable box.  Cut the cord and happy we did!!!",Amazon,0.6,5,Very Positive,BOLT,
"February 29, 2016","I like being able to	We have had no problems with our TiVo.  I like being able to watch YouTube and Netflix without having to change my TV's input first.  I also like that I can search for a movie I want to see and it searches not only my cable channels, but Netflix and YouTube as well.  The guide features are easy to figure out.  My six-year old knows how to change search preferences so she only gets kids channels in the guide.",Amazon,0.6,5,Very Positive,BOLT,
"December 26, 2015","Love the product and ordered a second unit	Love the product and ordered a second unit. Cable cards from Comcast can be a problem. You cannot order one, and if you go to an office to pick one up, It probably will not work (reported in several reviews). If a technician comes to the home, there is a charge. Installing a cable card and calling Comcast to activate it is simple if you can get one. FCC regulations say the the cards must be available to buy/lease, but the regs do not seem to say the vendor has to supply one that works. Love TIVO, Comcast has a long way to go in their support team.",Amazon,0.6,5,Very Positive,BOLT,
"March 13, 2016","Highly recommended - you will love it!	Got rid of DirecTV got cable no boxes and cablecard went in great! Super fast networking around to Mini's in the house. Much better than I had experienced with cable's standard offerings, DirecTV's remote boxes (horrid), and Cincinnati Bell's Fioptics (didn't even work at all).",Amazon,0.75,5,Very Positive,BOLT,
"August 24, 2016","Use it with Verizon FiOS (Now Frontier FiOS. ) ...	Use it with Verizon FiOS (Now Frontier FiOS.) Works perfectly with the Cable Card. VOD does not work but with all the online streaming services that you can access without an additional box, you really dont miss it. Mine came with a 1yr service free, but I believe the new ones don't come with that but you get a discount for the box.",Amazon,0.75,5,Very Positive,BOLT,
"March 8, 2016","The BOLT works great. Nice interface on the menus. Integrates with Netflix and Amazon streaming.	I really like the TIVO Bolt. I have it paired with a TIVO mini for use on 2 TV's. The BOLT works great and I really like the interface on the menus and how it integrates Netflix and Amazon streaming.",Amazon,0.75,5,Very Positive,BOLT,
"October 29, 2015","Five Stars	Much better then the DVR I got with Directv. Much easier to navigate.",Amazon,0.75,5,Very Positive,BOLT,
"March 11, 2016","Takes a long time to update and set-up. Haven't ...	Takes a long time to update and set-up. Haven't tried it yet, but looking forward to the new commercial skipping feature!",Amazon,0.75,5,Very Positive,BOLT,
"September 12, 2016","This is the best TiVo yet	This is the best TiVo yet!  We use it with an antenna setup and it does a great job.  Supper pleased!",Amazon,0.75,5,Very Positive,BOLT,
"November 1, 2015","Great product with a fun whimsical case design. Best of all it works!	I'm not a power recorder. Just wanted a better picture on my study TV than the Comcast HD digital box offered. I got an email announcing the new Bolt and unlike what I suspect is a fairly common dislike of its way ""out of the box"" design I loved it. Finally someone(s) had the cajones to break with the BORING gray or black box paradigm and took a chance on a VERY different enclosure. It's sitting proudly out in the open on a gorgeous maple cabinet like a small fun piece of whimsical art. Inside of course is the Bolt's electronic heart which so far has far exceeded my hopes and expectations. Simply stated it works as advertised. Like hundreds of other actors on ""Inside the Actors Studio"" James Woods, the famous actor who also happens to be an MIT engineering graduate, was once asked by moderator  James Lipton ""What turns you on?"". Without taking a breath Woods immediately answered ""Things that work"". His simple but profound answer took my breath away. I also LOVE things that work and this wonderful little odd shaped device definitely ""works"". Best picture I've seen on my little Samsung 27"" flat screen and navigating the system is as easy as it gets. I haven't tried all the features but I assume from the ease of operation of the ones I have (including the remote!) that they will be as spot on as the ones I have used. Keep up the good work.",Amazon,0.75,5,Very Positive,BOLT,
"February 12, 2016","I highly recommend it.	I go my tivo bolt about 3 weeks ago and it's been working really good for me.",Amazon,0.75,5,Very Positive,BOLT,
"May 7, 2016","Five Stars	Love it works great. Got rid of my cable company",Amazon,0.75,5,Very Positive,BOLT,
"February 9, 2016","Five Stars	Very good. Excellent support too.",Amazon,0.75,5,Very Positive,BOLT,
"May 3, 2016","Five Stars	Just what I was looking for.",Amazon,0.75,5,Very Positive,BOLT,
"November 4, 2015","TIVO BOLT - A TRUE GAME CHANGER!	GAME CHANGER!!! The Tivo Bolt is an excellent implementation of the ""Unified Entertainment"" concept!First let me say that the Bolt is making most other devices in my home obsolete, because through one device with cross platform search, I am able to access all my cable channels, my Amazon Prime streaming, my Netflix streaming, my Plex servers, YouTube, and more ... in a word ""WOW.""Now let me tell you that the ""Skip Mode"" commercial skipping works instantaneously and is dead accurate with no distraction of the fast forward video flashing images into my brain from the ads or the tease to news at 11. Its just uninterrupted entertainment, and ""Quick Mode"" is a boon to my binge viewing.The internal programming coupled with the Tivo service (one year pre-paid) and a massive internal processer make all commands nearly instantaneous.Its future ready with 4K capability, and I am more that pleased; I am thrilled.Finally, how cool is it that the bend in the box is not just esthetic, it allows air under the unit to cool that hot processer. Everyone should check out this box, and don't forget to keep an eye on Tivo stock as well.TiVo BOLT 500GB Unified Entertainment System - DVR and Streaming Media Player",Amazon,0.75,5,Very Positive,BOLT,
"October 3, 2016","Five Stars	So far so good",Amazon,0.75,5,Very Positive,BOLT,
"November 18, 2015","Best Deal Ever!!!!	The bold works just like my previous TiVo Premiere, but has some nice additional features.  The greatest, most fantastic new feature is that for a prerecorded program I can press the ""Skip"" button when a commercial starts and it will skip over the complete commercial and continue with the recorded program.  This is wonderful.  I also don't have to pay the $15.00 a month maintenance fee (for 12 months).  This is a savings of $180.00 and reduces the $299.00 price of the TiVo Bolt to $119.00.  What a deal.",Amazon,0.75,5,Very Positive,BOLT,
"November 7, 2015","I love my TiVo BOLT!!!	I cut the cable a few years ago and never looked back. I installed an antenna and bought two TiVo Premeires.  They were great!  Then the TiVo Bolt came out this year. It looked interesting, so I ordered one along with two TiVo Minis and a MoCa network.  Setup was extremely easy and I was set.  I love the ease and smoothness of the TiVo Bolt. QuickMode takes a little getting used to, but now I use it quite often. I love the SkipMode!!!  That's the way TV viewing should be. To put the icing on the cake, the Bolt is 4K UHD compatible (unlike Apple TV) so 4K programs look GREAT on my new 4K TV...  Great way to go if you have cable and even greater with over-the-air antenna broadcasting and dump the cable bill!I LOVE my TiVo Bolt!!!  Great product!",Amazon,0.75,5,Very Positive,BOLT,
"January 28, 2016","Better Than I Expected	This is my first Tivo device. I've had a DVR through a couple of different cable/satellite providers for years. So when I decided to ""cut the cord"" and use an antenna for over-the-air broadcasts, I didn't want to miss out on being able to pause, rewind, and record live TV. The Tivo Bolt looked like it would do what I wanted and had good reviews on various sites.Well, I'm happy to say, I'm another positive reviewer. It's been great. I won't list all the features here cause it's on the website. But one of the things I like is that the Bolt is recording on all 4 tuners at the same time. Switching between tuners by pressing ""Live TV"" and I can rewind another program while the first one is in commercials. Yeah, I'm one of those remote clickers when a commercial comes on.Also, I like that I can use the web browser or any of my mobile devices to watch anywhere in the house both live and recorded shows.So what don't I like? Fair is fair. First of all, the monthly fee. I'm alright with paying something. But why is it that i'm paying $8 a month for Netflix with all their own programming and thousands of TV shows and movies, but $15 a month to Tivo just to have a cool DVR? Yeah, it's cool. But let's make it more reasonable, shall we? I cut the cord because I didn't like paying for commercial TV. Let's work on that, alright?There's not much bad that I have to say about the Bolt. I don't care about the color or shape. The remote is very nice with the RF ability. Oh, an ""exit"" button would be better than having to figure out how to get back to what you're watching.And if I were going to nit pick just a little,",Amazon,0.75,5,Very Positive,BOLT,
"March 5, 2016","Great replacement box for cable, some software updates may still be necessary to make it 100%	The Skipmode feature... straight up awesome.  I like the ability to see all the episodes of shows even if they arent recorded and find where to watch them, but the interface to me still seems a little clunky and hard to manage.  We have been recording OTA through Windows Media Center for years, and while that has worked fairly well this has still been so nice and easy to come back to.  The android app works great and lets us watch our shows all around the house.  The iphone app works fine for most things, but it keeps thinking they arent connected when they are on the same wifi. I am a little disappointed just how many shows will not let you download episodes due to copyright, and since the stream feature outside the house still doesn't work with the Bolt (but every other box) we cant take our shows to go.  Downloading some spare disney shows for our little daughter is a big deal to us and our sanity lol. Even when you can download the process takes forever and it seems like you have to leave the app on the download page or it stops the process.  Overall we are very happy to have TIVO and will recommend it but i look forward to some software updates...",Amazon,0.75,5,Very Positive,BOLT,
