Date,text,DataSource,Polarity,SentimentScore,Sentiment,Feature
"December 6, 2015","Great Purchase!	We were looking to cut our cable bill which had reached ridiculous levels.  Three DVR's were costing almost $90 a month so we looked for something feature-rich (SkipMode is awesome!) with a great reputation to replace them.  We found that and more in the TiVo Bolt.  We got the Bolt and two mini's and it has been an excellent experience.  Easy to install, the one time I had to talk to tech support was an outstanding experience (unlike tech support at the cable company), and in less than six months the recurring fees I was paying my cable company will offset the one-time purchase I made when I bought the TiVo's.  The savings after that is money in MY pocket, not the cable company's.  I highly recommend the Bolt.",Amazon,0.62,5,Very Positive,Commerical Skip
"February 27, 2016","we like it even better than Media Center (with exception of ...	I got the Tivo after frustration with Microsoft Media Centers lack of support when they changed their guide provider. We could not longer get the tv guide which made recording a huge pain. It took a few days to figure everything out on Tivo but their tech support was quick to get back via email to explain things we weren't understanding.Now that we've got it configured, we like it even better than Media Center (with exception of monthly fees that start next year).Love the skip button for shows that offer it, as well as the 30 sec skip.Love the interface and flexibility of how you record shows. Love being able to record 4 shows at once.",Amazon,0.62,5,Very Positive,Commerical Skip
"November 18, 2015","DVR on steroids!!!	I have only scratched the surface on the features of this bolt. It is my first tivo so I can't compare it to other models.Not only does it get more personalized the more you use , it is made for the next generation of tv resolution with the 4k compatible. Also, I think using this tivo is giving me a better picture on my 1080 tv than it had with the charter cable dvr. The skip mode works pretty good. I like how tivo reminds me to skip if I want.Bottom line is this. If you want to unscramble the 24hrs of cable on 150+ channels to make it your cable guide and watch what you want then this tivo is for you. Sure you can do a lot of these features on the cable company's dvr. The tivo just makes everything easier.",Amazon,0.62,5,Very Positive,Commerical Skip
"March 26, 2016","Excellent Value!	I like that I have been able to upgrade my TiVo to the Bolt. Meets my current needs and reduces my ""boxes"" from two to one. (And the cost of a second cablecard.)Appreciate that it will work with existing cable or antennas. It's nice to have the option should my needs change.Love the smaller footprint, but I'm not too sure about WHITE! Really.A little disappointed that I wasn't smart enough to realize that SkipMode was for recorded shows only! Silly me. We are so bombarded with advertising these days. Commercials ""OFF"" should be an option for everything! In any case, I love the feature, but don't feel that it's available from enough broadcasters to boast about.Still working on the QuickMode. Haven't used that feature yet.All in all, the value for the up-grade is excellent. Service included for one year makes the Bolt free. Can't go wrong with that, especially since I love TiVo!!",Amazon,0.62,5,Very Positive,Commerical Skip
"November 12, 2015","Love it.	I do admit this is my first TiVo other than prior experience with DirecTV which I believe was based on TiVo?? Had the cable company whole home dvr and after months of issues with recordings and watching recorded shows on the non dvr tv and having to reset all the time, I decided to give the 30 day money back guarantee try with TiVo. I have the bolt and a mini and used my current cable set up and just had to set up the local network on the box and everything works perfectly. The only issues I had were with setup and how to properly set up the cable card and tuning adapter for my provider. But since it has been set up, I haven't had to reset anything and everything has worked perfectly.  Also can't beat the monthly savings over cable equipment. No brainer.Favorite features.-skipping commercials with one button is the best thing ever. Everyone that comes over and sees that feature wants it.-quick mode is quite useful and you get used to the speeded up video and audio. I use it for sportscenter recordings.",Amazon,0.62,5,Very Positive,Commerical Skip
"January 15, 2016","Fantastic DVR and Recorder	The TiVo Bolt, the best DVR Recorder. Check out all of the Fantastic Features.500GB KEY FEATURESWorks with existing cable or HD antennasRecords up to 4 shows at once, 500GB recording capacitySkipMode™ skips commercial breaks at the press of a buttonQuickMode™ plays back recorded shows 30% faster4K UHD compatibleIntegrates access to Netflix, Amazon Prime & moreSearches TV and streaming content in a single clickStreams and downloads to mobile devices in the homeSchedule recordings anywhere with free TiVo appThe TiVo Bolt Learns shows you like and refers you to similiar shows.I absolutely love the Skip Mode to Skip the commercials.The TiVo Bolt helped me to learn that I can live without Cable and Satellite TV.The first year of TiVo Service is included with the price of the TiVo Bolt, with a 30 day trial period. You can't go wrong here.So what are you waiting for?",Amazon,0.62,5,Very Positive,Commerical Skip
"January 20, 2016","BOLT = great, but BOLT + Mini = AWESOME	If your time is valuable (and you wouldn't be considering a TiVo if it wasn't), you HAVE to check out the BOLT.  This unit is the KING of time-savers.  It's easy to select shows to record, easy to locate what you want to watch now, and easy to blast through commercials with Skip Mode.  I added a TiVo Mini in a second room, and the most time I spent was sitting at the Time Warner Cable office, waiting to turn in my set top box.  I spent $150 for the Mini, and eliminated $11.25 from my cable bill every month... forever! That is the definition of a no-brainer.  I was concerned that the response might be slow or clunky in the second room, but the user experience is at least 95% of what you are used to in the main room.  You may see an extra one or two second delay here and there, but it's extremely close to the response you get sitting in the room with the BOLT.  The TiVo engineering team has hit it out of the park with this combo.  THANK YOU!",Amazon,0.62,5,Very Positive,Commerical Skip
"January 15, 2016","My first tivo, wow!	I have Time Warner and hate their slow clunky dvr boxes.  (Had their samsung)  I never knew you could use tivo in its place.  I got the cable card and running adapter for free from Time Warner and activated then on the phone with then.  No issues.  Now onward to the Bolt.  Looks gorgeous, so quick,  very easy to navigate, less steps to do what I want and best of all the commercial skip button.  No waiting to ff throgh the commercials.  Tivo is something you think is frivolous till you own one.  And the free year of service pays for machine itself as Time Warner charges me both a dvr fee and box fee.",Amazon,0.62,5,Very Positive,Commerical Skip
"March 31, 2016","Simply the VERY BEST	The BOLT is simply great. outstanding!!! . It surpasses all cable provided boxes. Speed,  Quality, reliability and most of all usability are all off the charts. Easy to setup with zero problems or issues.  works flawlessly with the Tivo Mini in the bedroom with no additional cable box.  The SKIP feature is priceless.  Thank you Tivo, you have met and exceeded my expectations.",Amazon,0.62,5,Very Positive,Commerical Skip
"April 11, 2016","Very Impressed With Tivo Bolt	Extremely impressed with TIVO Bolt.  I just switched to FIOS and was worried that the installer would be clueless when it came to anything other than Verizon equipment.  And I was right! His experience was limited to installing a cable card in a Tivo unit two years ago.  Nevertheless, between the two of us we were able to get the CableCard installed and activated in about 30 minutes.Updating the unit and getting it connected to the internet and my streaming services was very fast, easy and intuitive as is operation of the unit.  The box gives you a lot more customization choices than my old X1 DVR but the information is presented in a way that you are not overwhelmed with options.  The skip and quick mode are fantastic as is the ability to search across platforms.  The best part for a former cable company DVR renter like me?  The unit is blazing fast; you press a button and the channel switches instantaneously or the guide pages down quickly.  No more waiting through 1-2 seconds of lag time as your unit catches up.  The same is true with the selection of Amazon or Netflix titles--everything is fast and seamless the way it should be.The icing on the cake is that TIVO pays for itself within months and then some:  the TIVO Bolt and Mini I purchased (which works as well as the Bolt) will save me $45 a month in device rental and DVR fees.Nice work Tivo, keep up the good work and I look forward to future product updates that will allow for out of home streaming and access to FIOS on demand selections.",Amazon,0.62,5,Very Positive,Commerical Skip
"November 18, 2015","The TIVO Bolt is spectacular - A truly better mouse trap!	This is far superior product to my old Time Warner cable box.  You can fast forward 30 seconds at a time or hit the button multiple times to skip forward in 30 second increments.  Event the 500 gig box has way more storage than the time warner issued box.With the app I can stream content stored on my TIVO to other TVs in the house or even watch programs recorded on the TIVO box on iPods or iPads.The app can also be used as remote control.The Bolt comes with an RFID remote so I no longer need to rely on a repeator to access the DVR that is inside a cabinet.",Amazon,0.62,5,Very Positive,Commerical Skip
"August 31, 2017","New Bolt is terrific!	Once you get it figured out, it works great! Terrific picture quality, very nice remote, easy to get your favorite programs, fast forward to the end of the commercial breaks, skip to the next content and much more.",Amazon,0.62,5,Very Positive,Commerical Skip
"November 28, 2015","Great DVR w/strong mobile support.  Interesting value-add from ""apps"".	PROs:*20 years of Tivo experience = high reliability (you are unlikely to miss a recording) and a fairly intuitive user interface (much better than most cable companies)*Over-the-air (OTA) support for cord cutters!*""Quickmode"" plays shows 30% faster - huge for watching sports, especially golf and football*Optical & 3.5mm audio output for legacy soundbars and/or legacy wireless headphones*Hard drive is (relatively) easy to upgrade to a larger size*Use your smartphone as a virtual Tivo remote*Schedule/manage recordings from your smartphone*Watch LIVE TV (and recordings) from your smartphone within your home.  iOS streaming app is rock solid and includes crucial 30-second skip button*Apps for plex, spotify, pandora, youtube, amazon, etc.*4k support (mainly for netflix content)*""Skipmode"" gives you one button commerial skipping on a select set of shows*4 tuners*Quick - this is the fastest Tivo ever built*802.11ac wifi (the latest/newest standard) and wiredCONS:*Amazon app is flaky - frequently throws an error ""there was a problem encountered playing this item""*Tivo's $150/year fee is not cheap*Web-based playback (online.tivo.com) is not as stable as it should be - occasional seeking bugs.  Requires high bandwidth for seamless playback.*Commercial ""skipmode"" is only available on a limited subset of shows (popular, primetime shows on major networks)*""Skipmode"" is not available until AFTER a show has completely recorded.*""Skipmode"" is never (as far as I can tell) available on sports.  NFL would be amazing.*Although the spotify app otherwise works fine, the",Amazon,0.62,5,Very Positive,Commerical Skip
"November 9, 2015","Small, Light, Fast Wireless.. I can & would Reccomend this TiVo	I like it so far, lot's of nice features that my previous TiVo Premiere did not have..The One touch to skip commercials is one of the best features..The ability to record up to 4 Channels is also a good feature, my older TiVo could only record 2 at a time..Also the built in wireless is very fast, no problem streaming HD movies from Netflix and Amazon...Actually, I use the TiVo APP on my iPad to search & manage my shows, It seems to be easier to add a One Pass using the APP...",Amazon,0.62,5,Very Positive,Commerical Skip
"January 7, 2016","Tivo Bolt is a fantastic unit.	Best thing I did was to upgrade to the Bolt.It is an excellent unit and we are enjoying the features. However, the Skip button is the best thing since sliced bread! It is way smarter than my old Premier. Its 500 gig capacity is good to have too. I got free service for a year with the Bolt.",Amazon,0.62,5,Very Positive,Commerical Skip
"January 25, 2016","Everything it Claims and More	Love, love, love everything about the Bolt so far.  Have been looking at TiVo for some time and am so glad that I finally did it.  Such a great interface, quick and responsive, looks/feels like top shelf product, performs flawlessly.  Was blown away by how well SkipMode and QuickMode work.  No more start/stop fast forwarding through recorded sports....quick mode gets me caught up INCLUDING all of the commentator audio.  The integration with Netflix, Amazon Prime, and cable provider make this box the unified solution that I craved.  Would love to see a wireless Mini for multi-room viewing, hope that it is being developed.",Amazon,0.62,5,Very Positive,Commerical Skip
"March 11, 2017","I love my new TiVo Bolt	I love the new skip option! Never have to worry about missing a show with the ability to record upto 4 shows at the same time. Streaming services like Netflix and Amazon run so much better!",Amazon,0.62,5,Very Positive,Commerical Skip
"February 21, 2016","I love the skip-advertising and it works great - because people ...	I love the skip-advertising and it works great - because people make it work.  I wish these people would adjust the recording times to get the whole show -- automatically - rather than being only time based.  I find many TV shows truncated.I love the Plex client on the Bolt.  Nice.  I can get rid of a video box because of this. I love that Netflix and Amazon Prime video are also available.  (Only thing I see missing is AppleTV.)  I have not been able to login into Amazon yet - still trying.My TV is only 1080i but it works great.",Amazon,0.62,5,Very Positive,Commerical Skip
"January 19, 2016","Excellent interface and menus	Excellent interface and menus.  The suggested shows and pre-records are great as is the integration of streaming and cable.Took me a while to find the Quick Mode.  I have not yet experienced the full commercial skip, though I am using the 30 skip.I was hesitant to switch away from Dishnetwork for cable and OTA, but the Bolt makes for a far better solution.My only desire is for the Bolt to stream the same live or recorded show to multiple TV's in sync; this would allow one to move from room to room and stay on the same show with commercials skipped.",Amazon,0.62,5,Very Positive,Commerical Skip
"October 9, 2017","Love my TIVO Bolt	Being able to skip right through the commercials is wonderful.  The guide and recording features are much better and easier to use than my Spectrum DVR.  It was relatively easy to set up.",Amazon,0.62,5,Very Positive,Commerical Skip
"May 26, 2017","YES to New Bolt	Love the 4K picture and how quickly system boots up compared to previous versions. But best feature is skip mode. What a time saver.",Amazon,0.62,5,Very Positive,Commerical Skip
"August 12, 2017","Totally Awesome!	I TOTALLY LOVE <U+2764><U+FE0F> my new TiVo Bolt!!  I was able to set it up myself, which I consider to be quite an accomplishment for a 66 year old woman.  LOL  I love being able to skip the commercials, I just wish that it was available for all channels.",Amazon,0.62,5,Very Positive,Commerical Skip
"September 16, 2017","Love The Commercial Skip	The commercial skip feature is the coolest ever!  Been a TiVo customer for years, just got my Bolt, it's snappy, love it!",Amazon,0.62,5,Very Positive,Commerical Skip
"August 4, 2016","Great DVR. No reason to have your old cable ...	Great DVR. No reason to have your old cable box. The ""Skip Commercial"" option is awesome. ""Quick Mode"" is also another feature that will come in handy. what it great about it, is  that it doesn't distort the sound and make them sound like chipmunks.  I would suggest to get the MoCA filter. Does not have to be the TiVo brand. No complaints from me. Happy owner and no regrets.",Amazon,0.62,5,Very Positive,Commerical Skip
"May 31, 2017","Tivo Bolt is the best! HIGHLY recommend	The skip button is the best idea ever. The Tivo Bolt is wireless. Totally amazing! A note about Tivo Tech. At least one needs some fetching up! ALL the rest except one (the last one), need to be tuned up! And I do not mean just maybe!!",Amazon,0.62,5,Very Positive,Commerical Skip
"November 19, 2015","I love my new BOLT	I love my new BOLT! Seamlessly searching  across all sources (Amazon, Netflix, Cable) to find my favorite shows and actors is incredible. Skipping commercials with the click of a button, how cool! Everything about the BOLT--minimalist design, packaging, features--is top notch.",Amazon,0.62,5,Very Positive,Commerical Skip
"November 19, 2015","Great Product for TV Viewing	Works great with my HD Attenna, I have all the information/guide for my local TV stations, one pass option is great for recording tv series, Skip mode is very handy as I work 2nd shift when I get home I can view only program material saving alot of time.",Amazon,0.62,5,Very Positive,Commerical Skip
"March 11, 2017","Highly recommend the Bolt	Very happy with all the features of the TiVo Bolt. Upgraded from an HD and it is quite a leap forward. Love the skip feature!! Guide needs fine tuning but no real complaints.",Amazon,0.62,5,Very Positive,Commerical Skip
"November 25, 2015","We LOVE the Bolt	We LOVE the Bolt!  We've always loved Tivo but this is the best yet!  The ability to skip the commercials is great!  We like the QUICK MODE also!  It's always online and can search almost anywhere for programs and movies.  We've never looked back!",Amazon,0.62,5,Very Positive,Commerical Skip
"October 14, 2015","Save $$$ on Your Cable Bill	This is a great device for anyone moving to Tivo for the first time.  As Tivo has stated the Bolt is not meant for the classic customer and is meant to create a new class of Tivo users.I'm a FIOS customer looking to save on my outrages bill.  I have 3 TVs with one DVR.  I wanted to lower my monthly bill significantly  So I've switched from owning 3 FIOS devices to 3 Tivo(1 Bolt and 2 minis).  My calculation is that one year of FIOS device rentals will pay for the complete Tivo cost.  Year 2 and on I only need to pay Tivo a $15 a month fee(this fee is waved by Tivo for 1 year when you by a Bolt) vs the never ending device cost associated with FIOS.  You do need to rent a Multi cast -CableCard from FIOS about $5 a month.So far the only loss is FIOS ondemand.  I mostly get by that feature by using Netflix, Hulu, ... which is built into Tivo.  You can still use FIOS ondemand via other devices(tablet, smartphone, laptop, ...).Everything else is so much better.- Remote devices from the DVR are no longer glitchy.  Everything works as expected.- Interface works smoothly, clean, and modern.- One touch commercial skip is wonderful.Also the Tivo devices will work with any cable provider I may switch to in the future(FIOS, Cox, Dish, DirecTV).I recommend that classic Tivo customers not down this device and wait for the evolution of the Roamio.",Amazon,0.62,5,Very Positive,Commerical Skip
"January 18, 2016","Very nice unit. Not web or iOS app streaming ready, though.	I really like the BOLT. For almost everything. Especially the skip feature. I am really disappointed it was released without the capability to either stream from the internet or from the iOS app. That was a big mistake that I hope is fixed really, really soon. I would have waited to replace my Roamio had I known both of those features were not available.",Amazon,0.62,5,Very Positive,Commerical Skip
"November 1, 2015","Get the 1TB on rater than the 500GB one I bought	This is our forth TiVo and it is far and away the best. The extra tuners are a great help and the SkipMode is an AWESOME feature . It is reason enough to upgrade! Setup was a breeze and it instantly found my other TiVo units on my home network.",Amazon,0.62,5,Very Positive,Commerical Skip
"November 26, 2015","... got mine elsewhere but everyone should know what a great product it is	I got mine elsewhere but everyone should know what a great product it is. I have ComCrap and it even includes my On Demand programming (I still try to avoid using it but its there). I love being able to find everything in one spot one device. The controls are phenomenal and the UI top notch. Commercial skip, when available is the best thing since GPS. Just get one",Amazon,0.62,5,Very Positive,Commerical Skip
"April 24, 2017","Better than anything else.	Pro:Love the skip function.Easy remote control.Great and nunerous recording options.Con:I get Vevo app on the Bolt, but not the Tivo Minis.",Amazon,0.62,5,Very Positive,Commerical Skip
"January 20, 2016","TiVo BOLT - A must have accessory for your TV	The TiVo Bolt is absolutely the most fantastic companion for my TV.  I can record up to 4 shows at one time and can either"" skip"" through or fast forward through the advertisements.  Although having a great number of choices, is quite intuitive.  This is one piece of equipment I should have purchased months/years ago.",Amazon,0.62,5,Very Positive,Commerical Skip
"November 7, 2015","TiVo gets it right with the BOLT!	Our older HD TiVo had started to fail, so we were excited when TiVo released the new BOLT.  While we had a few glitches with the set-up, TiVo customer support worked us through each issue and we are up and running.  The SkipMode feature is terrific - absolutely love it!  The OnePass settings are also helpful for us. A great new TiVo!",Amazon,0.62,5,Very Positive,Commerical Skip
"October 20, 2015","TiVo Bolt is great!!!	There are many features I love about the TiVo Bolt. My favorite is the Skipmode, because you don't have to watch for the beginning of the show, my next favorite is the TiVo app for the smart phone, because if you forget to set up a recording or find a show you would like to record, but are not home no problem. And there are more!!!",Amazon,0.62,5,Very Positive,Commerical Skip
"November 20, 2015","Terrific device  Way to go Tivo!	The quick mode is terrific for sports, newscast or any show you want to see in a hurry.  The skip mode lets you skip commercials with only one click.  Love being able to watch TV shows on my iPad.",Amazon,0.62,5,Very Positive,Commerical Skip
"March 12, 2017","Great unit!	Love the Skip feature but wished they would of made the Skip button more pronounced to find in the dark! Really would have liked RCA output for audio along with HDMI.",Amazon,0.62,5,Very Positive,Commerical Skip
"December 23, 2015","TiVO Bolt	I have been a TiVO customer since the beginning.  The Bolt is a huge leap forward.  Looks cool and is easy to set up (as usual).  It is very fast when navigating the guide or My Shows.  But the best part is how fast it is when loading and navigating Netflix.  Oh, and the Skip feature is awesome!}",Amazon,0.62,5,Very Positive,Commerical Skip
"February 29, 2016","Bolt is Great	We really like the skip mode and the integrated access to Netflix, etc. The search feature and the recording of up to 4 shows at once are also features that we really like. In fact, there are so many neat features, that it's taking us a while to learn how to use them all.",Amazon,0.62,5,Very Positive,Commerical Skip
"November 21, 2015","Tivo Bolt is here	Tivo bolt is awesome.  love that skip feature.  no longer have to watch all those boring commercials!!! that is why I upgraded.  I have had three and this one is the best!",Amazon,0.62,5,Very Positive,Commerical Skip
"January 21, 2016","Works really great. I was so impressed that I immediately returned ...	Works really great. I was so impressed that I immediately returned the 500 GB unit for the larger, 1 TB one! My older TiVO does not have the skip feature which I really like. Now that Netflix and Amazon Prime work so well there's no need for an internet streaming device.",Amazon,0.62,5,Very Positive,Commerical Skip
"January 27, 2016","Great TiVo missing a few things	Love the skip commercial option when available.  Needs to have 2 more tuners 4 is not enough anymore.  Bigger HD also needed.  We have Romio Pro and we feel like the Bolt is a side step not a full upgrade.Also the new logo sucks bring back the old one.",Amazon,0.62,5,Very Positive,Commerical Skip
"February 28, 2016","BOLT is Great	I greatly enjoy SkipMode.  I use this feature wherever possible.  I also greatly enjoy QuickMode, especially for talk shows in which the discussers speak too slowly or stammer.Also, searching for a TV show, which I do often, is very easy.",Amazon,0.62,5,Very Positive,Commerical Skip
"December 31, 2015","Love my Tivos	I purchased two Tivo Bolt units to compliment my Series 4 Tivo and ditched all my cable boxes.  I'm totally loving the SkipMode and the streaming and downloading capability to my IPad.  We've been Tivo owners since the very beginning and have never looked back!",Amazon,0.62,5,Very Positive,Commerical Skip
"January 7, 2016","Love the New Bolt	I love this new Bolt.  I upgraded from a moca box and love all the features especially the commercial skip feature.  I just wish it was on every channel and program and I wish you had the option to fast forward commercials 3 min instead of 30 sec.",Amazon,0.6,5,Very Positive,Commerical Skip
"January 12, 2016","Great product	Skip mode is fantastic. Only issue is every recording does not offer it. Love the response speed of the Bolt. Everything feels so much faster than my previous Tivo. This is my 4th Tivo box and I am a fan!",Amazon,0.75,5,Very Positive,Commerical Skip
"January 16, 2016","LOVE THE NEW TIVO BOLT	Haven't had it very long but so far I love it. Much faster that any of the other Tivo's that I've had in the past. I especially like the fact you can skip commercials on recorded shows.",Amazon,0.75,5,Very Positive,Commerical Skip
"February 27, 2016","Highly recommend!!!	Love it, love it, love it.  Can't believe I waited weeks after I got it to set it up. It takes awhile, but well worth it. Love being able to skip through commercials.",Amazon,0.75,5,Very Positive,Commerical Skip
"October 15, 2015","Great upgrade from Roamio	This was a great upgrade from my Roamio.  Much faster, great new features.  Now FULLY supports Plex home media server.  Skip mode is nice.  Its quiet and works very well.  Network speeds are amazing for transferring videos on and off the Tivo.  Hard drive space was easily upgraded.",Amazon,0.75,5,Very Positive,Commerical Skip
"January 15, 2016","and we love it! Can't wait for even more channels to ...	Got the new Bolt for my husband for Christmas, and we love it!  Can't wait for even more channels to allow the SkipMode function.  My husband LOVES that feature!",Amazon,0.75,5,Very Positive,Commerical Skip
"January 11, 2016","TIVO and Cable	Fairly easy to set up through Time Warner Cable. Picture on the screen now appears to be a lot more clearer. Love the skip feature. Glad I made the switch.",Amazon,0.75,5,Very Positive,Commerical Skip
"October 23, 2015","Highly Recommend!!	After using my Bolt for a couple of weeks, I'm in love!  It is the easiest thing to use.  I absolutely LOVE the ability to skip the commercials!  Way to go Tivo!",Amazon,0.75,5,Very Positive,Commerical Skip
"March 6, 2016","Five Stars	This Tivo Bolt is great. Easy to use, many useful features, especially the SkipMode. Very much worth having.",Amazon,0.75,5,Very Positive,Commerical Skip
"February 19, 2016","This TiVo is GREAT!!!!!!!!	This is a great TiVoI love the skip button.ease to use, every buddy need one.Long time TiVo owner.",Amazon,0.75,5,Very Positive,Commerical Skip
"February 19, 2016","Bolt rocks!!	Love the Bolt!!! Especially the skip mode. It is everything it is advertised to be. Very happy with it!",Amazon,0.75,5,Very Positive,Commerical Skip
"February 11, 2016","SkipMode is amazing! I also love being able to pause a ...	SkipMode is amazing! I also love being able to pause a show and then resume watching on my tablet later.",Amazon,0.75,5,Very Positive,Commerical Skip
"January 7, 2016","Highly recommend Tivo Bolt.	I really like the skip mode. Have not seen any recorded shows with QuickMode yet.",Amazon,0.75,5,Very Positive,Commerical Skip
"March 19, 2016","Best dvr out there	Best DVR I have ever had and absolutely love the skip function",Amazon,0.75,5,Very Positive,Commerical Skip
"December 19, 2015","I love this product.	The ease of use is the best feature. I enjoy the  ad skip button.",Amazon,0.75,5,Very Positive,Commerical Skip
"January 8, 2016","Commercial skip!	Commercial skip is awesome!",Amazon,0.75,5,Very Positive,Commerical Skip
"March 25, 2016","You won't be disappointed	The Tivo BOLT delivers everything promised.  I love the sleek design, ease of setup and the skip mode.  Only con: wish it came in Black to blend in with darker furniture. (purchased through another organization...sorry Amazon)",Amazon,0.75,5,Very Positive,Commerical Skip
"April 4, 2016","Skip Mode Rocks !	Skip Mode Rocks !",Amazon,0.62,5,Very Positive,Commerical Skip
"October 23, 2015","Almost perfect it just needs a few software tweaks.	I've had the Bolt for about two weeks now and for the most part, I am extremely impressed with TiVo's new model, the Bolt. It is far superior to the stock Ciso unit offered by my cable provider Charter.I thought the price was very reasonable at $299 for 500GB (there is a 1TB option for $100 more where 500GB = 75 HD hours, 1TB = 150 HD). Well worth it, considering they give you one year of service for free which saves me 12 months of cable box and DVR fees.  I did have to go by Charter and get a Cable Card and a Tuner Adapter in order to make the Bolt work. Charter charges $2 a month for that. I read some cable companies offer it for free. To set it up, there was a small quick start guide but be prepared to go to the web site to download the full manual.Commercial Skip mode works perfectly on recorded shows, but is not offered on all networks. It's still a welcome feature. After you record a show, a little green ""Skip"" icon will show up on the show later if Skip is available.  You get to a commercial, press the “D” button on the remote, and it flawlessly moves to right before the program starts again. It even works midway through the commercials.  I've seen claims it will currently work on about 20 networks which you would think would be the majors, mostly",Amazon,0.45,4,Positive,Commerical Skip
"December 13, 2015","Like it except for one thing.	One little tweak could have made this perfect.  I recently cancelled my Dish Satellite service.  I've been watching TV from my HDTV Antenna mounted on a 30' mast, and pulling in Amazon and Netflix from the Amazon Fire TV.  I bought the Tivo for two reasons, to be able to record shows from the antenna without having to watch commercials, and to not need the Fire TV.  Don't get me wrong, I love the new 4K Fire TV (even though my TV is only capable of 1080P), but I just thought I would use the Tivo Bolt for everything. I run everything through a Yamaha Receiver, and it just would have made for less switching of inputs.It would have worked except for one thing, controlling Amazon content from the Tivo remote (pause, rewind, fast forward, etc) was a PITA with the Tivo remote.  I much prefer using the dedicated Voice Remote that comes with the Fire TV, it's interface is much more user friendly.All in all, I really like the Bolt. It's worth it to me to spend $149.00 a year to have the ability to record and skip commercials from Broadcast TV.Just wish the remote were a little more user friendly so I could have used it for everything. In my opinion, that's the only thing keeping this from getting 5-stars.",Amazon,0.45,4,Positive,Commerical Skip
"October 28, 2015","The Bolt is AWSOME! It's TV how it's supposed to be.	Love it so far! After all the initial updating (which was a little time consuming) the Bolt has proven to be one of the greatest things I've ever invested my money in. (entertainment-wise) Picked up my cable channels immediately and though I no longer use it the suggested shows feature was very interesting and surprisingly spot-on. Having 4 shows to record at once was a godsend! SO glad to give Comcrap back their terrible, sluggish DVR. Initially I didn't think the SkipMode thing was going to be a big deal because fast forward always worked for me. Never have I been so wrong...OMG! It's one of those things I can't live without now. The integrated apps is simply wonderful. All my app subscriptions right there on the same input as my cable. And they have the Plex app which delivers all my entertainment media stored on my PC right to my TV. Why these TiVo people put Plex under the music menu I have no idea. Someone dropped the ball on that. Anyway...not only does the Bolt record shows like a traditional DVR but it also pulls your shows from streaming services if available. I mean...WOW! Thank you! The Bolt also streams to your mobile devices on your network and recorded shows anywhere you have a decent data connection. It's fantastic. Now, that cooking show",Amazon,0.45,4,Positive,Commerical Skip
"September 18, 2016","Love. Monthly subscription keeps from being great.	Update.  After 3 weeks of using without cable this is pretty nice.  Just wish the monthly fee wasnt so high.  Antenna comes in and out on some channels but overall very happy.  If truly want to offer cable free option provide a simple limited internet connectivity for the guide........  Love the guide and recommendations.  New this Fall, new comedies, .....Only had about a week. Love ease of use.  Hooked to a $6 antenna and get about 40 stations. The curve design makes placement an issue. It was very easy to install Hulu, prime, YouTube.  The skip function is nice but so many stations dont offer its easy to forget about. Not sure any it allows recording of streamed items.  Maybe that's important if you are interested in connecting to other devices or expect loss of internet.Have to test this out if the internet goes down to see if I can access everything except the guide.Wish the subscription weren't so high.  If they offered movies etc I might understand. Also, not allowing subscriptions to transfer to new devices is horrible. Lifetime subscription and then you are penalized for getting TiVos new technology.  I got 1 year with device so it will be cheaper than renting a box from cable provider when we get it. But after 1 year will have to see. Can rent bo",Amazon,0.45,4,Positive,Commerical Skip
"March 9, 2016","Very good product	Very nice product but I nearly returned it when it kept freezing up repeatedly.  Neither the technicians from TIVO or Time Warner Cable had a solution that corrected the issue until a TWC technician came to see the set up which was done the way it was said to be done per TWC instructions.  Instead of the coax first going into the digital tuner provided by TWC and then into the Bolt the solution was to put a splitter on the TWC coax, sending one line in to the digital tuner and one in to the Bolt.  After that was all done no more freezing or locking up.  That was something I could have easily done myself but instead it cost me $30 for a repair call.  TWC should have altered their instructions and TIVO should learn of this problem.Apparently the white vertical lines on the time line (when pause is activated) can't be jumped to on the Bolt, so why are they there then?Besides those two issues, the Bolt is a very good product.  I use the QuickMode a lot.  Loading of the streaming sites is quite fast.  Skip mode is great when it's available!I wish the fan was a bit quieter.I wish the time line bar would disappear after two seconds in the pause mode since sometimes I'm trying to read or see some important information in that area.  At least provide a transparency option.",Amazon,0.45,4,Positive,Commerical Skip
"March 1, 2016","It's fantastic - And Easy to Modify for More Storage!	Let me start by saying that I think the Bolt is pricey for the size hard drive you get. Storage is inexpensive and TiVo skimped a bit here.So, I bought a 2GB drive and swapped out the hard drive in the new bolt before turning it back on. TiVO doesn't even sell a 2 GB Bolt, but now I have one!A few things I didn't expect (which I like):+ The resolution is much better than what I had with my cable company DVR. less artifacts, faster channel changes, and smoother fast forward.+ Skip Mode and QuickMode are insanely awesome - you'll wonder how you lived without them+ The system seamlessly integrates with streaming services - the netflix app on the bolt is gorgeous.Sometimes Pandora/Spotify crashes, but I blame those apps, not the Bolt. I wish I could stream outside the home like Slingbox can. That feature is sorely missed. I also wish Tivo Minis were less expensive or that I could use my appleTV like a TiVo mini.I would pay $40 for an app that let me use my appletv box as a TiVo mini. Maybe the remote is the issue?Overall - Highly recommended to anyone new to TiVo. This is a great box at a great price!",Amazon,0.45,4,Positive,Commerical Skip
